instruction,input,response,prompt,gen_material_str,gen_material_cif,orj_material_cif,rms_dist,orj_prop_val,out_data_pred,out_data_tar
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is Ti2InC. The  Tc_supercon value is 0.063.,"3.1 3.1 14.1
90 90 120
Ti
0.33 0.67 0.92
Ti
0.33 0.67 0.58
Ti
0.67 0.33 0.42
Ti
0.67 0.33 0.08
In
0.33 0.67 0.25
In
0.67 0.33 0.75
C
0.00 0.00 0.00
C
0.00 0.00 0.50","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is Ti2InC. The  Tc_supercon value is 0.063.

### Response:
","3.1 3.1 13.0
90 90 119
Ti
0.67 0.33 0.41
Ti
0.33 0.67 0.59
In
0.00 0.00 0.00
C
0.00 0.00 0.50","# generated using pymatgen
data_Ti2InC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.10000000
_cell_length_b   3.10000000
_cell_length_c   13.00000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2InC
_chemical_formula_sum   'Ti2 In1 C1'
_cell_volume   109.26624001
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.67000000  0.33000000  0.41000000  1
  Ti  Ti1  1  0.33000000  0.67000000  0.59000000  1
  In  In2  1  0.00000000  0.00000000  0.00000000  1
  C  C3  1  0.00000000  0.00000000  0.50000000  1
","# generated using pymatgen
data_Ti2InC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.10000000
_cell_length_b   3.10000000
_cell_length_c   14.10000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2InC
_chemical_formula_sum   'Ti4 In2 C2'
_cell_volume   117.34730824
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.33000000  0.67000000  0.92000000  1
  Ti  Ti1  1  0.33000000  0.67000000  0.58000000  1
  Ti  Ti2  1  0.67000000  0.33000000  0.42000000  1
  Ti  Ti3  1  0.67000000  0.33000000  0.08000000  1
  In  In4  1  0.33000000  0.67000000  0.25000000  1
  In  In5  1  0.67000000  0.33000000  0.75000000  1
  C  C6  1  0.00000000  0.00000000  0.00000000  1
  C  C7  1  0.00000000  0.00000000  0.50000000  1
",,0.063,1.4912618398666382,1.0912940502166748
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is CaGaO3. The  Tc_supercon value is 3.097.,"3.9 3.9 3.9
90 90 90
Ca
0.00 0.00 0.00
Ga
0.50 0.50 0.50
O
0.50 0.50 0.00
O
0.50 0.00 0.50
O
0.00 0.50 0.50","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is CaGaO3. The  Tc_supercon value is 3.097.

### Response:
","3.8 3.8 3.8
90 90 90
Ca
0.00 0.00 0.00
Ga
0.50 0.50 0.50
O
0.50 0.50 0.00
O
0.50 0.00 0.50
O
0.00 0.50 0.50","# generated using pymatgen
data_CaGaO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.80000000
_cell_length_b   3.80000000
_cell_length_c   3.80000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaGaO3
_chemical_formula_sum   'Ca1 Ga1 O3'
_cell_volume   54.87200000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  Ga  Ga1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
","# generated using pymatgen
data_CaGaO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.90000000
_cell_length_b   3.90000000
_cell_length_c   3.90000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaGaO3
_chemical_formula_sum   'Ca1 Ga1 O3'
_cell_volume   59.31900000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  Ga  Ga1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",0.0,3.097,5.851058483123779,4.820968151092529
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is AlZnRh2. The  Tc_supercon value is 0.0.,"4.3 4.3 4.3
60 60 60
Al
0.25 0.25 0.25
Zn
0.75 0.75 0.75
Rh
0.00 0.00 0.00
Rh
0.50 0.50 0.50","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is AlZnRh2. The  Tc_supercon value is 0.0.

### Response:
","4.2 4.2 4.2
60 60 60
Al
0.00 0.00 0.00
Zn
0.50 0.50 0.50
Rh
0.25 0.25 0.25
Rh
0.75 0.75 0.75","# generated using pymatgen
data_AlZnRh2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.20000000
_cell_length_b   4.20000000
_cell_length_c   4.20000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlZnRh2
_chemical_formula_sum   'Al1 Zn1 Rh2'
_cell_volume   52.38812720
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.00000000  0.00000000  0.00000000  1
  Zn  Zn1  1  0.50000000  0.50000000  0.50000000  1
  Rh  Rh2  1  0.25000000  0.25000000  0.25000000  1
  Rh  Rh3  1  0.75000000  0.75000000  0.75000000  1
","# generated using pymatgen
data_AlZnRh2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30000000
_cell_length_b   4.30000000
_cell_length_c   4.30000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlZnRh2
_chemical_formula_sum   'Al1 Zn1 Rh2'
_cell_volume   56.21993885
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.25000000  0.25000000  0.25000000  1
  Zn  Zn1  1  0.75000000  0.75000000  0.75000000  1
  Rh  Rh2  1  0.00000000  0.00000000  0.00000000  1
  Rh  Rh3  1  0.50000000  0.50000000  0.50000000  1
",3.560994986971772e-16,0.0,-0.06799963861703873,-0.03961915522813797
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is TiBeCo2. The  Tc_supercon value is 0.0.,"3.9 3.9 3.9
60 60 60
Ti
0.75 0.75 0.75
Be
0.25 0.25 0.25
Co
0.50 0.50 0.50
Co
0.00 0.00 0.00","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is TiBeCo2. The  Tc_supercon value is 0.0.

### Response:
","2.9 2.9 6.2
90 90 90
Ti
0.50 0.50 0.50
Be
0.00 0.00 0.84
Co
0.00 0.00 0.12
Co
0.50 0.50 0.25","# generated using pymatgen
data_TiBeCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.90000000
_cell_length_b   2.90000000
_cell_length_c   6.20000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBeCo2
_chemical_formula_sum   'Ti1 Be1 Co2'
_cell_volume   52.14200000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.50000000  0.50000000  0.50000000  1
  Be  Be1  1  0.00000000  0.00000000  0.84000000  1
  Co  Co2  1  0.00000000  0.00000000  0.12000000  1
  Co  Co3  1  0.50000000  0.50000000  0.25000000  1
","# generated using pymatgen
data_TiBeCo2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.90000000
_cell_length_b   3.90000000
_cell_length_c   3.90000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBeCo2
_chemical_formula_sum   'Ti1 Be1 Co2'
_cell_volume   41.94486715
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.75000000  0.75000000  0.75000000  1
  Be  Be1  1  0.25000000  0.25000000  0.25000000  1
  Co  Co2  1  0.50000000  0.50000000  0.50000000  1
  Co  Co3  1  0.00000000  0.00000000  0.00000000  1
",,0.0,2.9037129878997803,0.019896944984793663
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is Li2MnO2. The  Tc_supercon value is 2.588.,"3.0 3.0 5.0
90 90 120
Li
0.67 0.33 0.35
Li
0.33 0.67 0.65
Mn
0.00 0.00 0.00
O
0.33 0.67 0.23
O
0.67 0.33 0.77","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is Li2MnO2. The  Tc_supercon value is 2.588.

### Response:
","3.0 3.0 5.1
90 90 90
Li
0.50 0.50 0.58
Li
0.50 0.50 0.42
Mn
0.00 0.00 0.00
O
0.00 0.00 0.50
O
0.50 0.50 0.00","# generated using pymatgen
data_Li2MnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.00000000
_cell_length_b   3.00000000
_cell_length_c   5.10000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2MnO2
_chemical_formula_sum   'Li2 Mn1 O2'
_cell_volume   45.90000000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50000000  0.50000000  0.58000000  1
  Li  Li1  1  0.50000000  0.50000000  0.42000000  1
  Mn  Mn2  1  0.00000000  0.00000000  0.00000000  1
  O  O3  1  0.00000000  0.00000000  0.50000000  1
  O  O4  1  0.50000000  0.50000000  0.00000000  1
","# generated using pymatgen
data_Li2MnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.00000000
_cell_length_b   3.00000000
_cell_length_c   5.00000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2MnO2
_chemical_formula_sum   'Li2 Mn1 O2'
_cell_volume   38.97114317
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.67000000  0.33000000  0.35000000  1
  Li  Li1  1  0.33000000  0.67000000  0.65000000  1
  Mn  Mn2  1  0.00000000  0.00000000  0.00000000  1
  O  O3  1  0.33000000  0.67000000  0.23000000  1
  O  O4  1  0.67000000  0.33000000  0.77000000  1
",,2.588,1.432571291923523,2.8110456466674805
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is ZrSiS. The  Tc_supercon value is 0.0.,"3.6 3.6 8.1
90 90 90
Zr
0.50 0.00 0.73
Zr
0.00 0.50 0.27
Si
0.50 0.50 0.00
Si
0.00 0.00 0.00
S
0.00 0.50 0.62
S
0.50 0.00 0.38","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is ZrSiS. The  Tc_supercon value is 0.0.

### Response:
","3.7 3.7 7.7
90 90 120
Zr
0.67 0.33 0.75
Zr
0.33 0.67 0.25
Si
0.00 0.00 0.50
Si
0.00 0.00 0.00
S
0.33 0.67 0.62
S
0.67 0.33 0.38","# generated using pymatgen
data_ZrSiS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.70000000
_cell_length_b   3.70000000
_cell_length_c   7.70000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrSiS
_chemical_formula_sum   'Zr2 Si2 S2'
_cell_volume   91.29033589
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.67000000  0.33000000  0.75000000  1
  Zr  Zr1  1  0.33000000  0.67000000  0.25000000  1
  Si  Si2  1  0.00000000  0.00000000  0.50000000  1
  Si  Si3  1  0.00000000  0.00000000  0.00000000  1
  S  S4  1  0.33000000  0.67000000  0.62000000  1
  S  S5  1  0.67000000  0.33000000  0.38000000  1
","# generated using pymatgen
data_ZrSiS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.60000000
_cell_length_b   3.60000000
_cell_length_c   8.10000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrSiS
_chemical_formula_sum   'Zr2 Si2 S2'
_cell_volume   104.97600000
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.50000000  0.00000000  0.73000000  1
  Zr  Zr1  1  0.00000000  0.50000000  0.27000000  1
  Si  Si2  1  0.50000000  0.50000000  0.00000000  1
  Si  Si3  1  0.00000000  0.00000000  0.00000000  1
  S  S4  1  0.00000000  0.50000000  0.62000000  1
  S  S5  1  0.50000000  0.00000000  0.38000000  1
",,0.0,2.6772701740264893,0.5119325518608093
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is GaRu. The  Tc_supercon value is 8.815.,"3.0 3.0 3.0
90 90 90
Ga
0.00 0.00 0.00
Ru
0.50 0.50 0.50","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is GaRu. The  Tc_supercon value is 8.815.

### Response:
","3.1 3.1 3.1
90 90 90
Ga
0.50 0.50 0.50
Ru
0.00 0.00 0.00","# generated using pymatgen
data_GaRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.10000000
_cell_length_b   3.10000000
_cell_length_c   3.10000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaRu
_chemical_formula_sum   'Ga1 Ru1'
_cell_volume   29.79100000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.50000000  0.50000000  0.50000000  1
  Ru  Ru1  1  0.00000000  0.00000000  0.00000000  1
","# generated using pymatgen
data_GaRu
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.00000000
_cell_length_b   3.00000000
_cell_length_c   3.00000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaRu
_chemical_formula_sum   'Ga1 Ru1'
_cell_volume   27.00000000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ga  Ga0  1  0.00000000  0.00000000  0.00000000  1
  Ru  Ru1  1  0.50000000  0.50000000  0.50000000  1
",0.0,8.815,8.865461349487305,9.291717529296875
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is VCr. The  Tc_supercon value is 5.786.,"2.9 2.9 2.9
90 90 90
V
0.50 0.50 0.50
Cr
0.00 0.00 0.00","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is VCr. The  Tc_supercon value is 5.786.

### Response:
","2.8 2.8 2.8
109 109 109
V
0.00 0.00 0.00
Cr
0.50 0.50 0.50","# generated using pymatgen
data_VCr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.80000000
_cell_length_b   2.80000000
_cell_length_c   2.80000000
_cell_angle_alpha   109.00000000
_cell_angle_beta   109.00000000
_cell_angle_gamma   109.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VCr
_chemical_formula_sum   'V1 Cr1'
_cell_volume   17.18715691
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.00000000  0.00000000  0.00000000  1
  Cr  Cr1  1  0.50000000  0.50000000  0.50000000  1
","# generated using pymatgen
data_VCr
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.90000000
_cell_length_b   2.90000000
_cell_length_c   2.90000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VCr
_chemical_formula_sum   'V1 Cr1'
_cell_volume   24.38900000
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.50000000  0.50000000  0.50000000  1
  Cr  Cr1  1  0.00000000  0.00000000  0.00000000  1
",,5.786,5.760940074920654,6.013172626495361
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is La. The  Tc_supercon value is 5.164.,"3.7 3.7 12.0
90 90 119
La
0.00 0.00 0.00
La
0.00 0.00 0.50
La
0.67 0.33 0.75
La
0.33 0.67 0.25","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is La. The  Tc_supercon value is 5.164.

### Response:
","4.6 4.6 4.6
60 60 60
La
0.00 0.00 0.00","# generated using pymatgen
data_La
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60000000
_cell_length_b   4.60000000
_cell_length_c   4.60000000
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La
_chemical_formula_sum   La1
_cell_volume   68.82694565
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000000  0.00000000  0.00000000  1
","# generated using pymatgen
data_La
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.70000000
_cell_length_b   3.70000000
_cell_length_c   12.00000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   La
_chemical_formula_sum   La4
_cell_volume   143.68252549
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00000000  0.00000000  0.00000000  1
  La  La1  1  0.00000000  0.00000000  0.50000000  1
  La  La2  1  0.67000000  0.33000000  0.75000000  1
  La  La3  1  0.33000000  0.67000000  0.25000000  1
",,5.164,4.3069682121276855,4.422366142272949
"Generate atomic structure description with lattice lengths, angles, coordinates and atom types.",The chemical formula is TiSb. The  Tc_supercon value is 0.277.,"4.0 4.0 6.3
90 90 120
Ti
0.00 0.00 0.00
Ti
0.00 0.00 0.50
Sb
0.33 0.67 0.75
Sb
0.67 0.33 0.25","Below is a description of a superconductor material. Write a response that appropriately completes the request.

### Instruction:
Generate atomic structure description with lattice lengths, angles, coordinates and atom types.

### Input:
The chemical formula is TiSb. The  Tc_supercon value is 0.277.

### Response:
","4.0 4.0 6.3
90 90 120
Ti
0.00 0.00 0.00
Ti
0.00 0.00 0.50
Sb
0.33 0.67 0.75
Sb
0.67 0.33 0.25","# generated using pymatgen
data_TiSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00000000
_cell_length_b   4.00000000
_cell_length_c   6.30000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiSb
_chemical_formula_sum   'Ti2 Sb2'
_cell_volume   87.29536070
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  Ti  Ti1  1  0.00000000  0.00000000  0.50000000  1
  Sb  Sb2  1  0.33000000  0.67000000  0.75000000  1
  Sb  Sb3  1  0.67000000  0.33000000  0.25000000  1
","# generated using pymatgen
data_TiSb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.00000000
_cell_length_b   4.00000000
_cell_length_c   6.30000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiSb
_chemical_formula_sum   'Ti2 Sb2'
_cell_volume   87.29536070
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  Ti  Ti1  1  0.00000000  0.00000000  0.50000000  1
  Sb  Sb2  1  0.33000000  0.67000000  0.75000000  1
  Sb  Sb3  1  0.67000000  0.33000000  0.25000000  1
",1.27192578521115e-16,0.277,0.2540089786052704,0.2540089786052704
